
cell-112.17.236.217_07-18.pktloss,cell,0.0017049111880447453,0.5384615384615384
cell-112.17.240.196_07-20.pktloss,cell,5.131977350873292e-05,0.375
cell-112.17.238.184_07-19.pktloss,cell,0.00011179707588537076,0.4736842105263158
cell-112.17.241.13_07-18.pktloss,cell,0.006889345626987863,0.6535947712418301
cell-112.2.200.99_07-19.pktloss,cell,0.00026379424049241594,0.5714285714285714
cell-112.17.236.227_07-19.pktloss,cell,0.014816515381626814,0.5366165653981452
cell-112.32.30.163_07-19.pktloss,cell,0.00414447477957302,0.4653266331658291
cell-112.224.24.56_07-18.pktloss,cell,0.00041790900835014344,0.611764705882353
cell-106.33.225.77_07-19.pktloss,cell,1.0947506705347857e-05,0.6666666666666666
cell-112.17.235.134_07-20.pktloss,cell,2.2565340764859477e-05,0.40000000000006086
cell-112.17.237.34_07-20.pktloss,cell,5.95895654087456e-05,0.40625
cell-117.136.100.46_07-18.pktloss,cell,4.582006460629109e-05,1.0
cell-114.102.246.94_07-18.pktloss,cell,6.426900434458469e-06,0.5
cell-112.17.236.228_07-19.pktloss,cell,3.7169332327283405e-05,0.7142857142857143
cell-112.224.136.42_07-19.pktloss,cell,0.00022653391779080614,0.594059405940594
cell-114.87.41.228_07-18.pktloss,cell,3.4386318829948193e-05,0.8571428571428571
cell-112.17.238.8_07-19.pktloss,cell,0.0037028949042469303,0.6161137440758296
cell-117.136.104.12_07-19.pktloss,cell,0.00012072434607645876,0.6923076923076923
cell-112.17.238.227_07-18.pktloss,cell,6.072032521790439e-06,0.6666666666666666
cell-112.17.238.192_07-19.pktloss,cell,2.420245352372597e-05,0.42105263157894735
cell-112.224.144.50_07-19.pktloss,cell,0.00025436231367960524,0.5755395683453237
cell-112.17.247.67_07-18.pktloss,cell,0.00010215949454622099,0.43333333333333335
cell-112.17.241.47_07-18.pktloss,cell,3.179911439466411e-05,0.42857142857142855
cell-117.136.105.196_07-18.pktloss,cell,9.41934047490602e-05,0.5
cell-112.17.236.180_07-18.pktloss,cell,0.00014783736869875078,0.46031746031746035
cell-117.136.116.136_07-19.pktloss,cell,0.00012557555462536625,0.5294117647058824
cell-112.17.238.231_07-19.pktloss,cell,4.7485410107744395e-06,0.5
cell-117.136.116.23_07-19.pktloss,cell,1.165582674779122e-05,0.5
cell-106.33.51.63_07-19.pktloss,cell,0.0008190190027210599,0.5949820788530472
cell-117.136.101.185_07-19.pktloss,cell,7.992629953853079e-05,0.59375
cell-117.136.118.163_07-19.pktloss,cell,0.0001577137810301864,0.7692307692307692
cell-114.87.243.8_07-18.pktloss,cell,1.722195159157269e-05,0.5833333333333334
cell-117.136.107.36_07-18.pktloss,cell,9.2865169061284e-06,0.6666666666666666
cell-117.136.116.42_07-18.pktloss,cell,5.620566777953889e-06,1.0
cell-117.136.19.17_07-19.pktloss,cell,8.118612934980058e-05,0.8888888888888888
cell-117.136.118.140_07-19.pktloss,cell,3.33127904458917e-05,0.42105263157894735
cell-117.136.118.208_07-18.pktloss,cell,3.976389085253782e-05,0.6
cell-117.136.101.226_07-19.pktloss,cell,4.371890492886934e-06,1.0
cell-117.136.106.95_07-19.pktloss,cell,1.3262669828487154e-05,0.5555555555555556
cell-117.136.107.19_07-18.pktloss,cell,0.00023017002077076453,0.4213197969543147
cell-117.136.19.241_07-19.pktloss,cell,0.0004054770593556034,0.5735294117647058
cell-117.136.19.213_07-19.pktloss,cell,0.0015122202603722258,0.43132530120481927
cell-117.136.19.118_07-18.pktloss,cell,0.00615485135576609,0.5233333333333333
cell-117.136.19.252_07-19.pktloss,cell,0.0013650725482376761,0.5668789808917197
cell-117.136.101.72_07-18.pktloss,cell,7.640942780525351e-05,0.7068965517241377
cell-117.136.19.254_07-18.pktloss,cell,0.00160175666834613,0.46916299559471364
cell-117.136.19.209_07-18.pktloss,cell,0.002200995860422093,0.5455284552845528
cell-117.136.19.197_07-19.pktloss,cell,9.25266245362103e-06,0.6
cell-117.136.120.54_07-19.pktloss,cell,1.3411537498658846e-05,0.75
cell-117.136.19.154_07-19.pktloss,cell,0.0006077686337361114,0.48300536672629696
cell-117.136.105.94_07-19.pktloss,cell,1.2860454424157077e-05,0.6153846153846154
cell-117.136.45.112_07-19.pktloss,cell,4.137231984940476e-05,0.6666666666666666
cell-117.136.19.248_07-18.pktloss,cell,1.0883258012118509e-05,0.5
cell-117.136.118.69_07-18.pktloss,cell,3.3451472784729368e-06,0.6666666666666667
cell-117.136.19.250_07-19.pktloss,cell,0.00010739306493490085,0.5666666666666667
cell-117.136.35.90_07-19.pktloss,cell,0.001612724034247091,0.5257009345794392
cell-117.136.45.237_07-19.pktloss,cell,4.201151115405893e-05,0.5
cell-117.136.118.115_07-19.pktloss,cell,7.1205494785621605e-06,0.3846153846153846
cell-117.136.118.87_07-19.pktloss,cell,7.125643623760316e-06,0.5555555555555556
cell-117.136.4.60_07-18.pktloss,cell,0.00019427910052914908,0.6911764705882352
cell-117.136.45.176_07-19.pktloss,cell,0.0009380735504044592,0.5454545454545454
cell-117.136.45.11_07-19.pktloss,cell,0.0009690042347546774,0.43278084714548803
cell-117.136.36.194_07-19.pktloss,cell,2.882481239851264e-05,0.6923076923076923
cell-117.136.46.105_07-19.pktloss,cell,0.0002108059109977444,0.5357142857142857
cell-117.136.19.24_07-19.pktloss,cell,8.198453014981097e-05,0.611764705882353
cell-117.136.46.171_07-19.pktloss,cell,0.004785811476563599,0.5435168738898757
cell-117.136.45.203_07-19.pktloss,cell,0.00311269689868623,0.5604240282685512
cell-117.136.44.146_07-19.pktloss,cell,7.959308037657476e-05,0.5714285714285714
cell-117.136.45.123_07-19.pktloss,cell,0.0012903694818530433,0.43255004351610093
cell-117.136.46.130_07-18.pktloss,cell,2.8218455998961562e-05,0.7142857142857143
cell-117.136.45.71_07-18.pktloss,cell,2.6495944464500402e-05,0.6666666666666666
cell-117.136.116.106_07-18.pktloss,cell,1.1471595373887367e-05,0.5454545454545453
cell-117.136.45.251_07-19.pktloss,cell,8.385392645984357e-06,0.6
cell-117.136.19.76_07-19.pktloss,cell,0.0007824513081697374,0.4343675417661098
cell-117.136.46.114_07-20.pktloss,cell,9.15479848762729e-06,0.5
cell-114.85.147.22_07-18.pktloss,cell,6.149182121734544e-05,0.44148936170212766
cell-117.136.46.219_07-19.pktloss,cell,0.006021729858351853,0.5635504201680672
cell-117.136.22.161_07-18.pktloss,cell,0.00022737037099028088,0.5970695970695966
cell-117.136.46.173_07-19.pktloss,cell,0.003161687935509421,0.47656635421805627
cell-117.136.66.167_07-18.pktloss,cell,1.502208246123889e-05,0.375
cell-117.136.46.92_07-18.pktloss,cell,0.006362385538738909,0.58203125
cell-117.136.19.44_07-18.pktloss,cell,4.4610992148465385e-06,0.36363636363636365
cell-117.136.46.17_07-20.pktloss,cell,4.9692897891033415e-06,0.6666666666666666
cell-117.136.46.2_07-20.pktloss,cell,1.3878017774965166e-05,0.5
cell-117.136.46.209_07-18.pktloss,cell,1.6672502042345612e-05,0.7
cell-117.136.46.72_07-19.pktloss,cell,4.772586264496731e-05,0.68
cell-117.136.66.214_07-19.pktloss,cell,1.1298286050006215e-05,1.0
cell-117.136.46.113_07-18.pktloss,cell,4.876822140774533e-05,0.6666666666666666
cell-117.136.46.125_07-18.pktloss,cell,0.00039615727443795186,0.48484848484848486
cell-117.136.66.98_07-18.pktloss,cell,5.715483244108289e-05,0.4
cell-117.136.66.241_07-18.pktloss,cell,1.1795443420222574e-05,0.5
cell-117.136.66.122_07-19.pktloss,cell,0.0009060112919295917,0.5081967213114754
cell-117.136.66.84_07-19.pktloss,cell,0.0036700089962882865,0.554954954954955
cell-117.136.45.166_07-19.pktloss,cell,5.7120139647316e-06,0.625
cell-117.136.66.60_07-19.pktloss,cell,0.0003863545303646042,0.3632286995515695
cell-117.136.46.94_07-19.pktloss,cell,0.0004103349070522278,0.4320388349514563
cell-117.136.66.226_07-19.pktloss,cell,0.00014534883720930232,0.5294117647058824
cell-117.136.66.209_07-18.pktloss,cell,1.1744360504928449e-05,0.6666666666666666
cell-117.136.67.187_07-20.pktloss,cell,0.0019612003832378453,0.5648148148148148
cell-117.136.66.184_07-19.pktloss,cell,2.0503567620766013e-05,0.7142857142857143
cell-117.136.67.194_07-19.pktloss,cell,3.759059332995129e-05,0.3846153846153846
cell-117.136.67.59_07-18.pktloss,cell,8.038800610948846e-05,0.42857142857142855
cell-117.136.66.98_07-19.pktloss,cell,0.004712198266036802,0.5704091341579448
cell-117.136.67.247_07-19.pktloss,cell,8.089186963172138e-05,0.55
cell-117.136.66.9_07-20.pktloss,cell,3.283177327690646e-06,1.0
cell-117.136.67.24_07-19.pktloss,cell,3.1480694464136e-05,0.5
cell-117.136.46.213_07-18.pktloss,cell,2.46971206861848e-05,0.5555555555555556
cell-117.136.67.236_07-19.pktloss,cell,5.9840547955287416e-05,0.5652173913043478
cell-117.136.68.124_07-20.pktloss,cell,8.390317573520158e-05,0.5
cell-117.136.67.227_07-19.pktloss,cell,3.8023536568916007e-06,0.5
cell-117.136.67.0_07-19.pktloss,cell,0.002133285746731125,0.5544624033731553
cell-117.136.68.127_07-20.pktloss,cell,2.876125284017372e-05,0.5
cell-117.136.68.132_07-19.pktloss,cell,7.509660153743232e-05,0.7333333333333334
cell-117.136.67.74_07-18.pktloss,cell,3.502737389269714e-05,0.625
cell-117.136.46.90_07-18.pktloss,cell,0.0022651823968372585,0.4867886178861789
cell-117.136.68.140_07-19.pktloss,cell,7.354275040080799e-05,0.4166666666666667
cell-117.136.67.52_07-19.pktloss,cell,2.9729078903927154e-05,0.5263157894736843
cell-117.136.46.47_07-18.pktloss,cell,0.004364180201319568,0.5740531373657434
cell-117.136.68.215_07-18.pktloss,cell,0.0009693547838509178,0.48717948717948717
cell-117.136.68.153_07-18.pktloss,cell,0.00017905927373558573,0.603448275862069
cell-117.136.67.190_07-19.pktloss,cell,8.293060159931665e-06,0.6666666666666666
cell-117.136.67.218_07-19.pktloss,cell,8.654936342943197e-06,0.4444444444444444
cell-117.136.68.217_07-18.pktloss,cell,1.5836441234925688e-05,1.0
cell-117.136.68.12_07-19.pktloss,cell,1.0768812442285896e-05,0.5
cell-117.136.68.68_07-18.pktloss,cell,0.00020438751873552255,0.5
cell-117.136.78.98_07-19.pktloss,cell,0.0008685734339357782,0.5823529411764706
cell-117.136.67.213_07-20.pktloss,cell,9.86461983634126e-05,0.38650306748466257
cell-117.136.68.196_07-19.pktloss,cell,0.002363980871605161,0.6602822580645161
cell-117.136.68.241_07-19.pktloss,cell,0.00016979897457983264,0.43157894736842095
cell-117.136.68.177_07-19.pktloss,cell,0.0016934729199826978,0.4913863822805578
cell-117.136.91.38_07-18.pktloss,cell,0.00010787486515644487,0.5
cell-117.136.8.120_07-18.pktloss,cell,0.00014802424637156463,0.625
cell-117.136.67.92_07-19.pktloss,cell,1.94213222813062e-06,0.5
cell-117.136.91.139_07-18.pktloss,cell,0.008106954913952497,0.44112769485903813
cell-117.136.91.179_07-18.pktloss,cell,7.346836819407404e-06,0.5
cell-117.136.68.58_07-20.pktloss,cell,1.1404545851976598e-05,0.42857142857142855
cell-117.136.68.176_07-18.pktloss,cell,3.7160500573809064e-05,0.5161290322580663
cell-117.61.243.78_07-19.pktloss,cell,0.0015230734257786025,0.582608695652174
cell-117.136.66.176_07-19.pktloss,cell,0.0050690590516148165,0.585385226370135
cell-117.136.91.238_07-18.pktloss,cell,5.753806142763438e-06,1.0
cell-117.61.29.97_07-18.pktloss,cell,0.0001027657694073056,0.7142857142857143
cell-117.136.67.59_07-19.pktloss,cell,0.00497874106423854,0.5543145654834761
cell-117.61.244.115_07-18.pktloss,cell,0.0009281665395962476,0.5051546391752577
cell-117.61.18.167_07-18.pktloss,cell,0.0005993987984983483,0.5
cell-117.136.68.43_07-19.pktloss,cell,0.00012810713172402307,0.5128205128205128
cell-117.61.247.133_07-20.pktloss,cell,0.0007242402803186658,0.5389408099688473
cell-120.242.73.218_07-19.pktloss,cell,0.0040781689753905705,0.42930591259640105
cell-120.243.54.81_07-19.pktloss,cell,0.0012424627436665987,0.4481012658227848
cell-122.96.34.173_07-18.pktloss,cell,1.5160933307054383e-05,0.5
cell-117.136.68.178_07-18.pktloss,cell,0.00460147193370776,0.6190763052208835
cell-117.136.68.1_07-18.pktloss,cell,0.008965342662698658,0.4868699330278463
cell-122.96.42.9_07-18.pktloss,cell,1.63907556138338e-05,0.2857142857142857
cell-117.61.0.52_07-18.pktloss,cell,2.544037285421531e-06,1.0
cell-122.96.40.138_07-19.pktloss,cell,0.04662582574897231,0.43187374972216047
cell-120.242.224.212_07-19.pktloss,cell,0.0001434509843925747,0.4736842105263157
cell-117.136.101.100_07-18.pktloss,cell,0.0009506753972082227,0.5336099585062241
cell-122.192.15.121_07-19.pktloss,cell,3.3856096542540186e-05,0.75
cell-122.192.15.16_07-20.pktloss,cell,0.0001610182796001436,0.5
cell-117.136.68.59_07-18.pktloss,cell,7.265663807356114e-05,0.5632183908045977
cell-117.70.186.180_07-19.pktloss,cell,2.3819278371142475e-06,0.5
cell-122.192.15.92_07-18.pktloss,cell,0.00045102124095272865,0.4790874524714828
cell-122.96.44.60_07-20.pktloss,cell,0.00023830996182367867,0.5604395604395604
cell-122.96.46.28_07-18.pktloss,cell,0.011493250380362629,0.5450367647058824
cell-122.96.44.174_07-19.pktloss,cell,0.008959137591958627,0.6065337990548593
cell-117.136.68.58_07-19.pktloss,cell,4.154208848235379e-05,0.5070422535211268
cell-183.207.217.233_07-20.pktloss,cell,0.0007653394560489284,0.8092105263157892
cell-183.162.49.103_07-19.pktloss,cell,5.162142908764287e-06,0.5
cell-120.219.56.8_07-19.pktloss,cell,3.4162572851649107e-06,0.5
cell-122.96.45.214_07-18.pktloss,cell,1.7830556224247793e-05,0.6
cell-171.9.145.115_07-20.pktloss,cell,4.178243884107224e-06,1.0
cell-144.12.212.187_07-19.pktloss,cell,2.8545085535318066e-06,0.5
cell-211.138.116.192_07-19.pktloss,cell,0.00461361014994233,0.8271604938271605
cell-183.191.171.152_07-18.pktloss,cell,0.0019360587994069307,0.4964610717896865
cell-122.96.45.152_07-18.pktloss,cell,0.0036401184627080758,0.5626096106629253
cell-183.212.2.243_07-19.pktloss,cell,0.000364423288897687,0.6585365853658537
cell-144.12.86.80_07-19.pktloss,cell,2.02456813430985e-05,0.7272727272727273
cell-124.160.216.79_07-19.pktloss,cell,1.0354625203986116e-05,0.45454545454545453
cell-218.26.158.80_07-18.pktloss,cell,0.0029001639001077347,0.5754812563323202
cell-122.96.44.79_07-19.pktloss,cell,0.00025560139124807896,0.6396761133603239
cell-222.186.174.62_07-19.pktloss,cell,0.00035347892331132557,0.5337423312883436
cell-122.96.45.138_07-20.pktloss,cell,2.970775000928367e-06,0.6666666666666666
cell-218.205.55.157_07-18.pktloss,cell,0.00015315275893755743,0.56
cell-122.96.46.54_07-18.pktloss,cell,0.0013511776666809475,0.6123973114264376
cell-117.136.91.56_07-18.pktloss,cell,3.369495851946394e-05,0.6470588235294118
cell-223.104.111.171_07-19.pktloss,cell,1.089413623117357e-05,0.4
cell-223.104.106.126_07-19.pktloss,cell,1.5271512215697947e-05,0.7142857142857142
cell-223.104.106.255_07-18.pktloss,cell,8.507045093640512e-05,0.42857142857142855
cell-171.9.145.115_07-19.pktloss,cell,8.525538555225699e-05,0.6086956521739131
cell-117.136.101.28_07-18.pktloss,cell,0.00046239228107180965,0.6005089058524173
cell-223.104.145.12_07-19.pktloss,cell,3.0094798615639263e-05,1.0
cell-223.104.145.135_07-19.pktloss,cell,0.0001236904275978082,0.5882352941176471
cell-122.96.46.25_07-19.pktloss,cell,0.0018282341853332945,0.5912795436022825
cell-223.104.145.115_07-18.pktloss,cell,0.001348626791215433,0.48776508972267535
cell-223.104.108.254_07-19.pktloss,cell,6.649935813663016e-05,0.45098039215686275
cell-223.104.145.116_07-19.pktloss,cell,0.0003861881937978176,0.5960264900662252
cell-223.104.145.167_07-18.pktloss,cell,0.01179968998133561,0.597437266417512
cell-120.219.56.8_07-20.pktloss,cell,2.5502115400472467e-06,0.42857142857142855
cell-223.104.112.82_07-19.pktloss,cell,0.00013052291060972114,0.6296296296296297
cell-223.104.145.29_07-19.pktloss,cell,0.00395749358739465,0.5421686746987951
cell-223.104.108.169_07-19.pktloss,cell,1.4598919031150858e-05,0.45
cell-223.104.146.152_07-19.pktloss,cell,0.004668810130948421,0.46964064436183395
cell-223.104.111.24_07-18.pktloss,cell,1.0165990289424244e-05,0.4545454545454545
cell-218.205.55.103_07-18.pktloss,cell,4.1691659247395895e-05,0.484375
cell-223.104.145.12_07-18.pktloss,cell,7.743114435488243e-06,0.75
cell-223.104.145.33_07-19.pktloss,cell,1.0594174263572462e-05,0.6666666666666666
cell-223.104.145.164_07-19.pktloss,cell,3.5841651583304957e-06,0.3333333333333333
cell-223.104.145.101_07-18.pktloss,cell,5.513033730578041e-06,0.3333333333333333
cell-223.104.146.200_07-18.pktloss,cell,0.008339256921929992,0.5188781014023732
cell-223.104.146.189_07-18.pktloss,cell,0.0001063935897861639,0.4210526315789474
cell-223.104.112.63_07-19.pktloss,cell,0.0011603236660104768,0.42824858757062145
cell-223.104.145.14_07-18.pktloss,cell,2.3315349427141864e-06,0.25
cell-223.104.146.163_07-18.pktloss,cell,0.0004362763810874189,0.611764705882353
cell-223.104.105.80_07-19.pktloss,cell,4.136225498306327e-05,0.7169811320754716
cell-223.104.145.192_07-19.pktloss,cell,4.782206366551336e-06,0.6666666666666666
cell-223.104.146.27_07-19.pktloss,cell,0.0004515692029803567,0.576271186440678
cell-223.104.145.51_07-18.pktloss,cell,4.967284909661546e-05,0.473684210526325
cell-223.104.145.190_07-19.pktloss,cell,0.00027286631155826137,0.5833333333333333
cell-223.104.147.133_07-19.pktloss,cell,0.00014297152007321774,0.41666666666666663
cell-223.104.146.45_07-18.pktloss,cell,0.0013753253705994202,0.5643939393939394
cell-223.104.145.106_07-19.pktloss,cell,1.7964113229187537e-05,0.6190476190476192
cell-223.104.146.17_07-19.pktloss,cell,9.550745266219322e-05,0.5535714285714286
cell-223.104.145.72_07-18.pktloss,cell,2.9907883718148105e-05,0.8125
cell-223.104.146.56_07-18.pktloss,cell,5.767820505428329e-05,0.5384615384615385
cell-223.104.147.135_07-20.pktloss,cell,0.005886869721013565,0.42845046570702794
cell-223.104.145.7_07-19.pktloss,cell,1.7859096195789273e-05,0.7272727272727273
cell-223.104.145.132_07-19.pktloss,cell,1.2121010104354241e-05,0.8
cell-223.104.146.204_07-20.pktloss,cell,2.82958472307208e-05,0.5714285714285714
cell-223.104.146.78_07-18.pktloss,cell,0.000252805760907015,0.7021276595744682
cell-223.104.146.197_07-19.pktloss,cell,0.00025205644125388387,0.6153846153846153
cell-223.104.146.254_07-18.pktloss,cell,8.278592639251327e-05,0.4791666666666667
cell-223.104.147.184_07-18.pktloss,cell,0.00018811431079619382,0.5106382978723404
cell-223.104.147.177_07-18.pktloss,cell,0.001746110475650616,0.575
cell-223.104.147.181_07-18.pktloss,cell,1.3586956521739131e-05,0.375
cell-223.104.146.56_07-20.pktloss,cell,0.00026893166894511553,0.6371681415929203
cell-223.104.147.203_07-19.pktloss,cell,0.005858475231861761,0.5738612175393785
